id,path,label,class_name
21-6,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_john-campbell-4th-earl-of-loudoun.jpg,20,Rococo
21-7,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_john-manners-marquess-of-granby-1745.jpg,20,Rococo
21-8,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_john-reid.jpg,20,Rococo
21-9,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_lady-susan-fox-strangways-1761.jpg,20,Rococo
21-10,..\wikipaintings_small\wikipaintings_train\Rococo\allan-ramsay_nude-study-of-a-striding-man-with-stone-sling.jpg,20,Rococo
22-1,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_as-you-like-it.jpg,21,Romanticism
22-2,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_at-the-well.jpg,21,Romanticism
22-3,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_bouquet-of-flowers-1.jpg,21,Romanticism
22-4,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_bouquet-of-flowers.jpg,21,Romanticism
22-5,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_cock-fight-in-front-of-a-group-of-young-women.jpg,21,Romanticism
22-6,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_elegant-gathering.jpg,21,Romanticism
22-7,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_empress-eugenie-and-her-attendants.jpg,21,Romanticism
22-8,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_farmyard-with-donkeys-and-roosters.jpg,21,Romanticism
22-9,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_flowers-in-a-vase.jpg,21,Romanticism
22-10,..\wikipaintings_small\wikipaintings_train\Romanticism\adolphe-joseph-thomas-monticelli_garden-party.jpg,21,Romanticism
23-1,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_bal-k-pazar-1930.jpg,22,Surrealism
23-2,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_disasters-of-war-evocations-of-goya-1955.jpg,22,Surrealism
23-3,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_harpooned-man-1970.jpg,22,Surrealism
23-4,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_portrait-1970.jpg,22,Surrealism
23-5,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_unknown-title-10.jpg,22,Surrealism
23-6,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_unknown-title-9.jpg,22,Surrealism
23-7,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_untitled.jpg,22,Surrealism
23-8,..\wikipaintings_small\wikipaintings_train\Surrealism\abidin-dino_uzun-y-r-y-long-march-1956.jpg,22,Surrealism
23-9,..\wikipaintings_small\wikipaintings_train\Surrealism\albin-brunovsky_frustration-of-toleration-1982.jpg,22,Surrealism
23-10,..\wikipaintings_small\wikipaintings_train\Surrealism\albin-brunovsky_lady-godiva-lady-in-the-hat-vi-1981.jpg,22,Surrealism
24-1,..\wikipaintings_small\wikipaintings_train\Symbolism\akseli-gallen-kallela_by-the-river-of-tuonela-study-for-the-jus-lius-mausoleum-frescos-1903.jpg,23,Symbolism
24-2,..\wikipaintings_small\wikipaintings_train\Symbolism\akseli-gallen-kallela_study-1889.jpg,23,Symbolism
24-3,..\wikipaintings_small\wikipaintings_train\Symbolism\akseli-gallen-kallela_the-abduction-of-sampo-1905.jpg,23,Symbolism
24-4,..\wikipaintings_small\wikipaintings_train\Symbolism\akseli-gallen-kallela_the-hand-of-christ-the-palm-of-peace-1897.jpg,23,Symbolism
24-5,..\wikipaintings_small\wikipaintings_train\Symbolism\akseli-gallen-kallela_the-storm-1902.jpg,23,Symbolism
24-6,..\wikipaintings_small\wikipaintings_train\Symbolism\albert-bloch_blue-eclipse-1955.jpg,23,Symbolism
24-7,..\wikipaintings_small\wikipaintings_train\Symbolism\albert-bloch_figures-in-silver-light-study.jpg,23,Symbolism
24-8,..\wikipaintings_small\wikipaintings_train\Symbolism\albert-bloch_gethsemane-1948.jpg,23,Symbolism
24-9,..\wikipaintings_small\wikipaintings_train\Symbolism\albert-bloch_impromptu-1959.jpg,23,Symbolism
24-10,..\wikipaintings_small\wikipaintings_train\Symbolism\albert-bloch_lied-i-1914.jpg,23,Symbolism
25-1,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_a-shrine-among-trees-on-a-moor.jpg,24,Ukiyo-e
25-2,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_a-snowy-gorge.jpg,24,Ukiyo-e
25-3,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_autumn-flowers-in-front-of-full-moon.jpg,24,Ukiyo-e
25-4,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_bay-at-kominato-in-awa-province.jpg,24,Ukiyo-e
25-5,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_benzaiten-shrine-at-inokashira-in-snow.jpg,24,Ukiyo-e
25-6,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_cherry-blossom-time-people-picknicking-at-gotenyama-1843.jpg,24,Ukiyo-e
25-7,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_cherry-tree.jpg,24,Ukiyo-e
25-8,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_chrysanthemums.jpg,24,Ukiyo-e
25-9,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_crane-and-wave-1830.jpg,24,Ukiyo-e
25-10,..\wikipaintings_small\wikipaintings_train\Ukiyo-e\hiroshige_crane-in-waves-1835.jpg,24,Ukiyo-e
