id,agent_display,date_display,title_display,full size,medium web,screen presentation
532-30,claude-lorrain,1651,pastoral-landscape,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6eMU6SmIJJU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ReG30kSDD80=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ppIGtKVeP90=
532-31,claude-lorrain,1630,pastoral-landscape-with-a-rock-arch-and-river,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=M1Zg4pZtokY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SucXl-XfhgI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hSWl1yiXQE0=
532-34,claude-lorrain,1638,pastoral-landscape,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=WZWzuVdmHbI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ylnAgKVa1mA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=YEk5o3fXPiA=
532-37,claude-lorrain,1646-47,pastoral-landscape,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=cK0Kvv8v46Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0V23ZcgrQn8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Rz_vjDHwob8=
532-39,claude-lorrain,1638,pastoral-landscape,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=n6dB0mB8GFA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uo70SfIr64k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6umJMXKI2V0=
532-50,claude-lorrain,-,a-pastoral-landscape,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KiwpJ8dp1oo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=UXLOuGOE9OM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fG8fRJlA_Kc=
532-52,claude-lorrain,1637,pastoral-landscape-with-piping-figures,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0jxoeHX0l8g=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Kp9pF90ss_0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LEdtuGCPBa4=
532-53,claude-lorrain,1666,pastoral-landscape-with-apollo-and-mercury,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ph6wO7tuvsk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9vpezER0k_Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_pPex9ED58M=
532-76,claude-lorrain,1644,pastoral-landscape-with-the-arch-of-titus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZeoWbNRmflY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lXd7oLie8TA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=IUOGQIaR0dM=
532-90,claude-lorrain,1645,pastoral-landscape-with-the-ponte-molle,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=7PkEgnD4jB0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ffJoI6ZqWp4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=pfcxYDRHmmE=
3091-1,wols,1948,composition,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=zn5Lvp_7qkA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lZ7jDVc70sQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=m-3pxjtFOsI=
3091-8,wols,1951,composition-champigny,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=HzrfK5i977s=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=AyX-lQSvW3g=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Z8OLLm0wtZQ=
3091-16,wols,1946,red-composition-composition-en-rouge,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3HwZy84Kzv0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NxHn2z5nBP8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=eepAEwXBxmA=
3091-22,wols,1947,composition,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=y4ivYDpk9Sw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=MsdkJEGBjJA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xbX9AiWr574=
3091-3,wols,1946,untitled,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9B9S9rVb1Ro=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZyOPLdRET9E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=u_b7MAx3sDc=
3091-4,wols,1946-47,untitled,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KDeDoNXt5vw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=skzdzGGfHOI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=t9t5o-teKWA=
3091-13,wols,1951,untitled,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EkMTftI8dlg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=FrDPMuh6FNs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=YZrbu_aWpg4=
431-1,canaletto,1733-4,a-regatta-on-the-grand-canal-detail-of-centre-left,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=eXmpWysnm58=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tgqb6LLgCws=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=y8qtqkrV11k=
431-6,canaletto,1733-4,a-regatta-on-the-grand-canal,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=i4bPA1-fdjQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_LnTy-usTK4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rm9P6VNCcD4=
431-27,canaletto,1740,a-regatta-on-the-grand-canal,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SxBzcRpB78c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-4v16z1oPa4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=M02j40kE7BI=
431-39,canaletto,1740,a-regatta-on-the-grand-canal-detail-of-centre-left,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=nCFcvzitilo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tK3c6L6Tlt4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8tJVgWNZowU=
431-50,canaletto,1740,a-regatta-on-the-grand-canal,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xvewZTUsNHk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=10qkP8IMRKY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=sWt7KcSuuNM=
431-51,canaletto,1740,a-regatta-on-the-grand-canal-detail-of-left-foreground,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=QLtt1cuR7wk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=JWSHA7ZJZaA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=FmPHmFN3Bxs=
431-52,canaletto,1740,a-regatta-on-the-grand-canal-detail-of-boats,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oT9NJ2sTWGQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=a_8GboQ5Uhw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=kZFC1kjJbvo=
431-48,canaletto,1725,grand-canal-looking-north-from-near-the-rialto-bridge,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oSQRYvaROlQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5VaWkRGBZRM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Al6SZ-ytRsc=
431-45,canaletto,early to mid 1720s,grand-canal-looking-northeast-from-the-palazzo-balbi-to-the-rialto-bridge,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=BxC6yKPpVOw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=oPcv6ZFQcgw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=A3YTBQnbw74=
431-28,canaletto,1720-25,rio-dei-mendicanti-looking-south-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wKgIC4RAsuU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Xz4of2nnYB4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ncTsSv6OLPM=
431-31,canaletto,1720-25,rio-dei-mendicanti-looking-south,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-8I7KrlRTaw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=VNySzE5X1Pk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Auvh7H6NOUs=
431-2,canaletto,1738,venice-upper-reaches-of-the-grand-canal-with-s-simeone-piccolo,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6yxB9Faa-8c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=E_WFd2FpGjQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uLSMUiKonSA=
431-9,canaletto,1742-44,entrance-to-the-grand-canal-from-the-molo-venice,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dkwtSnWznr4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0Me1MgpAloo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=c8Eeesggnl4=
431-40,canaletto,early 1730s,venice-the-grand-canal-from-the-carita -towards-the-bacino,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9s6AMsH4Fyc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LAhHD17W0Xw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hVjqyImjsgA=
431-49,canaletto,1738,venice-the-upper-reaches-of-the-grand-canal-with-s-simeone-piccolo,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-fU7GlrBlsE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Ye8kDbJAabI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=kuJVBPm4bVs=
431-54,canaletto,-,entrance-to-the-grand-canal-looking-east,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=q4jRX11Z4KY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=cbD0hNkQ3TM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=v_wF-XUyv_4=
431-61,canaletto,1730,venice-the-lower-reaches-of-the-grand-canal-facing-the-volta-del-canal,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=d1Ebmi1TYJY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=q4-oa8bHlxo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xRnRqUcDZfk=
431-103,canaletto,after 1768,venice-upper-reaches-of-the-grand-canal-facing-sta-croce,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fOL07yGDA7E=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wV4O8nRDRnY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=FLapzsPZCfM=
431-10,canaletto,1727,the-piazzetta-looking-north-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mesZT6UD6IQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Bu_ol-5ANSY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NQ4NeGvLI3I=
431-13,canaletto,1727,the-piazzetta-looking-north,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qhRcQVPe8DM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=tUxCJY6U7l8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=S6_vVDZDhO8=
431-29,canaletto,1727,the-piazzetta-looking-south,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=0bJwk18xCSY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=l0w9_6Jp800=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KoVReXaa0Xs=
431-95,canaletto,1727,piazza-s-marco-looking-west-from-the-north-end-of-the-piazzetta-detail,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=prU2xEpPD6I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=VNN0zRkSgmk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=sKsvcYGG490=
431-97,canaletto,1727,piazza-s-marco-looking-west-from-the-north-end-of-the-piazzetta,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=IEkDW9TErh4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rG0UNjrrbwc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=pgkyeYUwgMk=
431-53,canaletto,1748,warwick-castle-the-south-front,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TTpKPKE_hus=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5gOLaAA4JWc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lvP2oOdEWhQ=
431-63,canaletto,1748-9,warwick-castle-the-south-front-distant-view,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TUbej56vdmw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=5TjvRWDmw8Q=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mTvraLuX3YU=
431-68,canaletto,1748-49,warwick-castle-the-south-front,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=IxNFAXGDEMU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=WKLo9KXI-vQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=BWelyDkrWVs=
431-80,canaletto,1752,warwick-castle-the-east-front-from-the-courtyard,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hXsIDcY7cPs=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=FuNdmn5TZvA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=twM8O4SaMvY=
431-82,canaletto,1752,warwick-castle-the-east-front-from-the-outer-court,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xOjAEzdPozc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xJ3MvCLcIfg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wGzw0ifPi04=
437-51,caravaggio-m-m-da,1609,the-adoration-of-the-shepherds,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TpDZmbHprm0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=C0O7G_rA8s0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SKmYkrDLTPI=
437-49,caravaggio-m-m-da,1609-10,annunciation,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=rZsO36n8kGA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=aEK9YUvci-k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=mkNY_ryCwXQ=
437-24,caravaggio-m-m-da,1593-94,self-portrait-as-bacchus-or-sick-bacchus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=JskQGaGz7og=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CnXchMT9UJA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=AJ2HoRJZjAc=
437-76,caravaggio-m-m-da,1595,bacchus-detail-of-hand-and-fruit,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=gVZet57ay1U=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_fz7r1du54U=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EY19gSTvlf8=
437-78,caravaggio-m-m-da,1595,bacchus-detail-of-head-and-torso,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=A28QhZftq2o=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uVtnUU-dy5k=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=NDGSykx_5w4=
437-109,caravaggio-m-m-da,1595,bacchus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=7CjtY4GtMw0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=SiUa-vY8SWU=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZEvtuieeuJI=
437-20,caravaggio-m-m-da,1593-94,boy-bitten-by-a-lizard-detail-of-vase,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=E626u-asI6w=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Mj5iTX86u2I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=AGJYgpCzmo8=
437-21,caravaggio-m-m-da,1593-94,boy-bitten-by-a-lizard,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Mb2ZuoKss_w=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1I-xrEkgWg8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=eNJhXNeVWfM=
437-33,caravaggio-m-m-da,1595-1600,boy-bitten-by-a-lizard-detail-of-vase,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dwf7jJmopPA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=T4WrSjbgrz8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=lengXn_Llok=
437-25,caravaggio-m-m-da,1608,the-burial-of-saint-lucy,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=whgUJDLUwh4=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Hxr5CpeRnxI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=hcbK3liamXA=
437-47,caravaggio-m-m-da,1605,christ-on-the-mount-of-olives,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wyVvdhiEdtI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=6QPrJ36q7uM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=kdfT-Uan6f0=
437-1,caravaggio-m-m-da,1605-06,david-with-the-head-of-goliath,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=z470c4LoCTE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ABis-S6_e6w=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4ipVWkhCHIs=
437-27,caravaggio-m-m-da,1610,david-with-the-head-of-goliath,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bTEnD1E5Zto=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=vNCyBilAi0s=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=TG2W2VrW0iE=
437-28,caravaggio-m-m-da,1610,david-with-the-head-of-goliath-detail-of-goliaths-head,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=610gWd9n9YQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=IDaNAQWe7q8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ASWo54RhpzU=
437-102,caravaggio-m-m-da,1605-06,david-with-the-head-of-goliath,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-4az3iZrhFE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=arZokQgXzbI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-kcIZt0eCjY=
437-103,caravaggio-m-m-da,1605-06,david-with-the-head-of-goliath-detail-of-goliaths-head,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=4njIJY7qbhE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=sByFxqYTTNA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=FAtEssoqYPA=
437-32,caravaggio-m-m-da,1605,ecce-homo,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9kS6Lo3e8-0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dadgdSyqPkM=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=m9WXJB1jHmY=
437-107,caravaggio-m-m-da,1602-04,entombment,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OXsVFtn8KqA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=gCIugR8V42c=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=MeXX_j4U_TQ=
437-58,caravaggio-m-m-da,1607,the-flagellation-of-christ,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1WMN9JHyJDk=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uPxGJItgx00=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qDShFQ-zlIU=
437-63,caravaggio-m-m-da,1610,saint-john-the-baptist,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=m7eYyuze5PE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Ll_zjjegEdY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=zF8V_3IB5tk=
437-66,caravaggio-m-m-da,1604-05,st-john-the-baptist-detail-of-hands,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=EjMfjzkTQQg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Hsz4G7yGdlY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=UcceCd9fTjg=
437-67,caravaggio-m-m-da,1604-05,st-john-the-baptist-detail-of-upper-part-of-figure,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=wxMuV104dv0=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ohDMhrbHI28=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=72h6l-iropA=
437-68,caravaggio-m-m-da,1597-98,st-john-the-baptist,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=j_ukbuXpZow=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=bKEaNaZTXoo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=RyYW68AaYAk=
437-69,caravaggio-m-m-da,1600,st-john-the-baptist,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=QVUSUQK4Py8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=DIahzn7C5-I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=qfCqR6bYZgU=
437-92,caravaggio-m-m-da,1608,beheading-of-john-the-baptist,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=omzw3ZRLddA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=f1pFBQwro0Y=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=T-ZfJlVyd9E=
437-94,caravaggio-m-m-da,1599-1600,st-john-the-baptist,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Jh4P7JPw4y8=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=1PQULeS35dA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=JWCiUP0wYLM=
437-98,caravaggio-m-m-da,1607,salome-with-the-head-of-saint-john-the-baptist,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=OfMSsrbC5BY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=fbX7iOp6dvQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Uf3ZC8cJTSg=
437-23,caravaggio-m-m-da,1596-98,head-of-medusa,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=e8GL1fsEbuI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=xsFsi7cv9tY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=3UVVMdQe7qs=
437-16,caravaggio-m-m-da,1594-95,rest-on-the-flight-into-egypt,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=VCHFyMFO5NI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=iIbp_4qkmcg=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Pn_nVIrF3oA=
437-74,caravaggio-m-m-da,1608,sleeping-cupid-detail-of-head-and-torso,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=jCqLv-pXfsc=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=CTfFg13Sgqw=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ORZAYkXk84I=
437-110,caravaggio-m-m-da,1608,sleeping-cupid,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=8CEtWdfdpds=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LX26vynGGgE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=LIeu3rv2PJU=
437-4,caravaggio-m-m-da,1596-1602,supper-at-emmaus-detail-of-christ,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=9FJFitKh_DY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=dvZFHLgHw38=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=7nVrVKRy0y4=
437-6,caravaggio-m-m-da,1606,supper-at-emmaus-detail-of-right-side,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=epkHihlkgek=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=cCwzVdv3PCQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=N8rUu6rUsw8=
437-11,caravaggio-m-m-da,1596-1602,supper-at-emmaus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ZgEL8N5covY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=49PSoQEWAjA=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=r9Fa7uPBkl0=
437-14,caravaggio-m-m-da,1606,supper-at-emmaus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=x9f2Zh5c4uQ=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KUOr1VCmS24=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=-51z07wgTf0=
437-36,caravaggio-m-m-da,1602,the-taking-of-christ-or-the-betrayal-detail-of-the-face-of-jesus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=ehtmpw5szLo=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=KrydvV4d69I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=GKWMlL9pfPA=
437-37,caravaggio-m-m-da,1602,the-taking-of-christ-or-the-betrayal-detail-of-the-hands-of-jesus,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=uVA5Nv3FAkI=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=Q6TkRN57XzE=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=_-NGgcm6ti4=
437-39,caravaggio-m-m-da,1602,the-taking-of-christ-or-the-betrayal-detail-of-the-face-of-judas,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=GGlQjDXtTjY=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=VHAe4Cgh58I=,https://imagedatabase.st-andrews.ac.uk/images/viewimage.php?id=r0hmdpYuYq4=
